COMBUSTIBLE,ESTADO,MODELO,FECHA_REGISTRO,CLASIFICACION,CLASE,SERVICIO,MARCA,LINEA,CARROCERIA,CILINDRAJE,ORGANISMO_TRANSITO,MUNICIPIO,DEPARTAMENTO,POTENCIA,EJES
ELECTRICO,ACTIVO,2016,2015-08-25,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,TWIZY TECHNIC,COUPE,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2016,2016-07-29,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,TWIZY CARGO,COUPE,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2016,2015-10-19,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,TWIZY TECHNIC,COUPE,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2016,2015-10-28,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,TWIZY URBAN,COUPE,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,15.0,2.0
ELECTRICO,ACTIVO,2015,2015-01-22,AUTOMOVIL,CAMIONETA,Oficial,RENAULT,KANGOO ELÉCTRICO,VAN,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,60.0,2.0
ELECTRICO,ACTIVO,2013,2014-08-29,MOTO,MOTOCICLETA,Particular,GREEN THOR,YD-EM151,SIN CARROCERIA,0.0,STRIA MCPAL TTOyTTE GIRON,GIRON,Santander,800.0,2.0
ELECTRICO,ACTIVO,2019,2021-02-11,MOTO,TRICIMOTO,Particular,LIANKE,LK2600AC,SIN CARROCERIA,0.0,STRIA DE TTOyTTE MCPAL DE GINEBRA,GINEBRA,Valle del Cauca,1500.0,2.0
ELECTRICO,ACTIVO,2021,2020-10-13,MOTO,TRICIMOTO,Particular,WINLEE,CARGO 300,SIN CARROCERIA,0.0,SECRETARÍA DE MOVILIDAD DE MANIZALES,MANIZALES,Caldas,1.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-11,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-11,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2021,2021-04-15,AUTOMOVIL,AUTOMOVIL,Particular,BYD,E2 300,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,94.0,2.0
ELECTRICO,ACTIVO,2021,2021-07-21,AUTOMOVIL,AUTOMOVIL,Particular,BYD,E2 400,HATCH BACK,0.0,INSP TTOyTTE BARRANCABERMEJA,BARRANCABERMEJA,Santander,94.0,2.0
ELECTRICO,ACTIVO,2021,2021-10-27,AUTOMOVIL,CAMIONETA,Público,DONGFENG,DFA5030XXYABEV7,PANEL,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,80.0,2.0
ELECTRICO,ACTIVO,2020,2019-11-02,AUTOMOVIL,AUTOMOVIL,Particular,NISSAN,LEAF,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,147.0,2.0
ELECTRICO,ACTIVO,2020,2020-03-17,AUTOMOVIL,AUTOMOVIL,Particular,NISSAN,LEAF,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,147.0,2.0
ELECTRICO,ACTIVO,2020,2019-10-29,AUTOMOVIL,AUTOMOVIL,Particular,NISSAN,LEAF,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,147.0,2.0
ELECTRICO,ACTIVO,2020,2019-10-24,AUTOMOVIL,AUTOMOVIL,Particular,NISSAN,LEAF,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,147.0,2.0
ELECTRICO,ACTIVO,2020,2020-01-16,AUTOMOVIL,AUTOMOVIL,Particular,NISSAN,LEAF,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,147.0,2.0
ELECTRICO,ACTIVO,2021,2020-09-07,MOTO,TRICIMOTO,Particular,WINLEE,CARGO 300,SIN CARROCERIA,0.0,STRIA MCPAL TTOyTTE GALAPA,GALAPA,Atlantico,1.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-05,AUTOMOVIL,BUS,Público,MARCOPOLO,GRAN VIALE BRT YUTONG ZK6125BEVG27 ELECTRICO,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,670.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-05,AUTOMOVIL,BUS,Público,MARCOPOLO,GRAN VIALE BRT YUTONG ZK6125BEVG27 ELECTRICO,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,670.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-05,AUTOMOVIL,BUS,Público,MARCOPOLO,GRAN VIALE BRT YUTONG ZK6125BEVG27 ELECTRICO,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,670.0,2.0
ELECTRICO,ACTIVO,2018,2019-04-08,AUTOMOVIL,CAMIONETA,Particular,TESLA,X P100D,WAGON,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,450.0,2.0
ELECTRICO,ACTIVO,2021,2021-11-09,AUTOMOVIL,AUTOMOVIL,Oficial,RENAULT,ZOE,HATCH BACK,0.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,135.0,2.0
ELECTRICO,ACTIVO,2021,2020-10-06,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,181.0,2.0
ELECTRICO,ACTIVO,2021,2021-05-12,AUTOMOVIL,CAMIONETA,Particular,BYD,T3,PANEL,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,134.0,2.0
ELECTRICO,ACTIVO,2021,2021-11-26,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN EV300,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,94.0,2.0
ELECTRICO,ACTIVO,2021,2021-05-21,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN EV300,WAGON,0.0,STRIA TTOYTTE MCPAL LA ESTRELLA,LA ESTRELLA,Antioquia,94.0,2.0
ELECTRICO,ACTIVO,2021,2021-02-26,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN EV400,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,94.0,2.0
ELECTRICO,ACTIVO,2021,2021-04-22,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN EV400,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,94.0,2.0
ELECTRICO,ACTIVO,2020,2020-10-27,AUTOMOVIL,CUADRICICLO,Particular,JIAYUAN,City Spirits FULL V,SIN CARROCERIA,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,10.0,2.0
ELECTRICO,ACTIVO,2021,2021-10-25,MOTOCARRO,MOTOCARRO,Público,CERONTE,LF3000DZH-C,FURGON,0.0,SECRETARIA DE  MOVILIDAD MUNICIPAL DE CHIA,CHIA,Cundinamarca,4.0,2.0
ELECTRICO,ACTIVO,2021,2021-01-20,MOTOCARRO,MOTOCARRO,Público,CERONTE,LF3000DZH-C,FURGON,0.0,STRIA TTEyMOV CUNDINAMARCA/COTA,COTA,Cundinamarca,4.0,2.0
ELECTRICO,ACTIVO,2021,2020-12-16,MOTOCARRO,MOTOCARRO,Particular,CERONTE,LF3000DZH-C,FURGON,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,4.0,2.0
ELECTRICO,ACTIVO,2018,2020-01-07,MOTO,TRICIMOTO,Particular,NOMADA´S ECO MOTO,ECOMOTO,SIN CARROCERIA,0.0,INST TTOyTTE DE CERETE,CERETE,Cordoba,1000.0,2.0
ELECTRICO,ACTIVO,2022,2021-06-11,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,181.0,2.0
ELECTRICO,ACTIVO,2019,2021-11-24,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,ESTIBAS,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,161.0,2.0
ELECTRICO,ACTIVO,2019,2020-12-10,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,161.0,2.0
ELECTRICO,ACTIVO,2019,2020-12-11,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,161.0,2.0
ELECTRICO,ACTIVO,2019,2021-11-24,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,ESTIBAS,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,161.0,2.0
ELECTRICO,ACTIVO,2019,2021-11-25,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,ESTIBAS,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,161.0,2.0
ELECTRICO,ACTIVO,2020,2019-07-29,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,92.0,2.0
ELECTRICO,ACTIVO,2020,2019-08-14,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,92.0,2.0
ELECTRICO,ACTIVO,2020,2019-12-10,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2020,2019-12-30,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,INST DPTAL TTOyTTE  META/RESTREPO,RESTREPOA,Meta,181.0,2.0
ELECTRICO,ACTIVO,2019,2020-01-21,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,161.0,2.0
ELECTRICO,ACTIVO,2019,2019-12-09,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,161.0,2.0
ELECTRICO,ACTIVO,2019,2020-02-18,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,161.0,2.0
ELECTRICO,ACTIVO,2019,2019-12-09,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,ESTIBAS,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,161.0,2.0
ELECTRICO,ACTIVO,2019,2019-12-09,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,161.0,2.0
ELECTRICO,ACTIVO,2019,2020-01-21,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,161.0,2.0
ELECTRICO,ACTIVO,2019,2019-12-19,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTEyTTO BELLO,BELLO,Antioquia,161.0,2.0
ELECTRICO,ACTIVO,2020,2020-02-28,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,181.0,2.0
ELECTRICO,ACTIVO,2020,2020-02-06,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,108.0,2.0
ELECTRICO,ACTIVO,2020,2019-10-07,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,108.0,2.0
ELECTRICO,ACTIVO,2020,2020-01-31,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,108.0,2.0
ELECTRICO,ACTIVO,2020,2019-09-30,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,92.0,2.0
ELECTRICO,ACTIVO,2020,2020-02-21,AUTOMOVIL,CAMIONETA,Particular,JAGUAR,I-PACE HSE,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,395.0,2.0
ELECTRICO,ACTIVO,2019,2020-01-27,MOTO,MOTOCICLETA,Particular,TAILG,TL1000DQT-16A,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,1500.0,2.0
ELECTRICO,ACTIVO,2020,2020-02-29,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2020,2020-03-18,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2020,2020-02-28,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-03,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-09,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-09,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-09,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-09,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-10,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-10,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-10,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-11,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2021,2020-11-11,AUTOMOVIL,BUS,Público,BYD,B13S01,CERRADA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,402.0,2.0
ELECTRICO,ACTIVO,2020,2019-09-19,MOTO,TRICIMOTO,Particular,WINLEE,CARGO 300,SIN CARROCERIA,0.0,STRIA TTOyTTE PALMIRA,PALMIRA,Valle del Cauca,1000.0,2.0
ELECTRICO,ACTIVO,2020,2019-07-19,MOTO,TRICIMOTO,Particular,WINLEE,CARGO 300,SIN CARROCERIA,0.0,STRIA DE TTOyTTE DEL MCPIO DE MARINILLA,MARINILLA,Antioquia,1.0,2.0
ELECTRICO,ACTIVO,2020,2020-03-17,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,170.0,2.0
ELECTRICO,ACTIVO,2020,2019-12-11,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,181.0,2.0
ELECTRICO,ACTIVO,2020,2019-10-31,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,92.0,2.0
ELECTRICO,ACTIVO,2020,2019-07-08,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA TTOyTTE MCPAL POPAYAN,POPAYAN,Cauca,92.0,2.0
ELECTRICO,ACTIVO,2020,2019-05-25,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,92.0,2.0
ELECTRICO,ACTIVO,2020,2019-09-20,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,92.0,2.0
ELECTRICO,ACTIVO,2020,2019-09-20,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,92.0,2.0
ELECTRICO,ACTIVO,2020,2019-11-30,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,170.0,2.0
ELECTRICO,ACTIVO,2020,2019-08-23,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,181.0,2.0
ELECTRICO,ACTIVO,2019,2019-04-24,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE LIFE,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,92.0,2.0
ELECTRICO,ACTIVO,2019,2019-05-06,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2019,2019-10-11,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2020,2019-05-29,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2020,2019-04-17,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,15.0,2.0
ELECTRICO,ACTIVO,2020,2019-04-16,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,15.0,2.0
ELECTRICO,ACTIVO,2019,2019-09-26,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,161.0,2.0
ELECTRICO,ACTIVO,2019,2019-09-13,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,PLATAFORMA,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,161.0,2.0
ELECTRICO,ACTIVO,2019,2019-09-26,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,FURGON,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,161.0,2.0
ELECTRICO,ACTIVO,2019,2019-09-13,AUTOMOVIL,CAMION,Público,STARK,STQ1079L02Y1NBEV,PLATAFORMA,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,161.0,2.0
ELECTRICO,ACTIVO,2020,2021-07-10,AUTOMOVIL,CUADRICICLO,Particular,ZP,L2,SIN CARROCERIA,0.0,SECRETARIA DE TRANSPORTE Y MOVILIDAD DE ZIPAQUIRA,ZIPAQUIRA,Cundinamarca,1500.0,2.0
ELECTRICO,ACTIVO,2019,2019-10-11,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,92.0,2.0
ELECTRICO,ACTIVO,2021,2022-09-16,MOTOCARRO,MOTOCARRO,Particular,CERONTE,LF1200DZH,CARPADO,0.0,INST TTO ATLANTICO/SABANAGRANDE,SABANAGRANDE,Atlantico,3.0,2.0
ELECTRICO,ACTIVO,2021,2021-11-10,AUTOMOVIL,AUTOMOVIL,Oficial,RENAULT,ZOE,HATCH BACK,0.0,STRIA MCPAL TTO CALI,CALI,Valle del Cauca,135.0,2.0
ELECTRICO,ACTIVO,2020,2019-09-12,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,170.0,2.0
ELECTRICO,ACTIVO,2020,2021-01-13,MOTO,MOTOCICLETA,Particular,SONGI,SJ800DQT-F,SIN CARROCERIA,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,1200.0,2.0
ELECTRICO,ACTIVO,2020,2020-10-05,AUTOMOVIL,AUTOMOVIL,Particular,BRYSER,E 200,HATCH BACK,0.0,STRIA MCPAL TTOyTTE DUITAMA,DUITAMA,Boyaca,2200.0,2.0
ELECTRICO,ACTIVO,2019,2019-04-01,AUTOMOVIL,AUTOMOVIL,Particular,BYD,E5,SEDAN,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,217.0,2.0
ELECTRICO,ACTIVO,2018,2020-06-24,AUTOMOVIL,AUTOMOVIL,Particular,TEXTRON,PROWLER EV IS,BUGGY,0.0,STRIA DPTAL TTEyTTO CUND/CAJICA,CAJICA,Cundinamarca,38.0,2.0
ELECTRICO,ACTIVO,2020,2019-06-13,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,170.0,2.0
ELECTRICO,ACTIVO,2020,2019-06-08,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,181.0,2.0
ELECTRICO,ACTIVO,2020,2019-04-30,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3,HATCH BACK,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,170.0,2.0
ELECTRICO,ACTIVO,2020,2019-05-17,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,181.0,2.0
ELECTRICO,ACTIVO,2019,2019-04-15,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN,WAGON,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,94.0,2.0
ELECTRICO,ACTIVO,2019,2019-05-16,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,94.0,2.0
ELECTRICO,ACTIVO,2020,2020-06-24,AUTOMOVIL,CAMIONETA,Público,JAC,HFC1031XXYEV41,FURGON,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,147.0,2.0
ELECTRICO,ACTIVO,2020,2020-06-10,AUTOMOVIL,CAMIONETA,Público,JAC,HFC1031XXYEV41,FURGON,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,147.0,2.0
ELECTRICO,ACTIVO,2021,2021-02-24,AUTOMOVIL,AUTOMOVIL,Particular,CHANGAN,E-STAR,HATCH BACK,0.0,STRIA TTOyTTE MCPAL FUNZA,FUNZA,Cundinamarca,74.0,2.0
ELECTRICO,ACTIVO,2021,2022-02-22,AUTOMOVIL,AUTOMOVIL,Particular,NISSAN,LEAF,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,147.0,2.0
ELECTRICO,ACTIVO,2020,2020-02-28,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,108.0,2.0
ELECTRICO,ACTIVO,2021,2021-02-26,AUTOMOVIL,AUTOMOVIL,Particular,CHANGAN,E-STAR,HATCH BACK,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,74.0,2.0
ELECTRICO,ACTIVO,2021,2020-10-02,AUTOMOVIL,AUTOMOVIL,Particular,RENAULT,ZOE,HATCH BACK,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,135.0,2.0
ELECTRICO,ACTIVO,2019,2019-05-03,AUTOMOVIL,AUTOMOVIL,Particular,BMW,I3S,HATCH BACK,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,181.0,2.0
ELECTRICO,ACTIVO,2021,2021-02-26,AUTOMOVIL,AUTOMOVIL,Particular,CHANGAN,E-STAR,HATCH BACK,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,74.0,2.0
ELECTRICO,ACTIVO,2021,2021-02-26,AUTOMOVIL,AUTOMOVIL,Particular,CHANGAN,E-STAR,HATCH BACK,0.0,STRIA TTOyTTE MCPAL SABANETA,SABANETA,Antioquia,74.0,2.0
ELECTRICO,ACTIVO,2021,2021-01-25,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN EV300,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,94.0,2.0
ELECTRICO,ACTIVO,2021,2020-09-01,AUTOMOVIL,CAMIONETA,Particular,BYD,YUAN EV400,WAGON,0.0,SDM - BOGOTA D.C.,BOGOTA,Bogota D.C.,94.0,2.0
ELECTRICO,ACTIVO,2020,2020-01-09,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,STRIA TTEyTTO ENVIGADO,ENVIGADO,Antioquia,15.0,2.0
ELECTRICO,ACTIVO,2020,2019-12-30,AUTOMOVIL,CUADRICICLO,Particular,RENAULT,TWIZY TECHNIC,SIN CARROCERIA,0.0,STRIA DE TTOyTTE MEDELLIN,MEDELLIN,Antioquia,15.0,2.0
